"date","volume","number","sentences","count","id","likely_pos","sample_type","code"
"1970 07 13",12,11,"tveitmoe then quoted figures showing the decrease in immigration and the large number of japanese who were returning to their own country, and supplemented this by saying that japan needed all of her countrymen at home.",36,"s2670",TRUE,"keyword",1
"1970 07 27",48,3,"the letter asks that immediate retractions be made in the daily press that accused the pickets of the department store employees of being the perpetrators of this alleged acid spraying crime.",31,"s10090",FALSE,"random",0
"1971 05 10",52,1,"labor is ready to go more than half-way with management and farmers to support defense programs. he sai l.",20,"s10656",FALSE,"random",0
"1971 05 10",17,4,"secretary wilson rules: “persons employed in the transportation divisions of railroads crossing the boundary line between canada and the united states who come to the united states for the purpose of accepting positions growing out of seniority regulations connected with their employment on such roads, shall not be considered as alien contract laborers.”",53,"s4099",TRUE,"keyword",0
"1972 02 14",17,4,"the strike fund is exhausted, and the miners’ families are jiterajas are mexican or spanish, and able to live on flour and cheap mexican beans, they cannot even get these simple articles of food.",34,"s4103",FALSE,"random",0
"1972 02 14",1,21,"the only alternative to a free market is state regulation of wages and conditions of labor.",16,"s280",TRUE,"keyword",0
"1972 11 27",11,17,"fuller company and whittier-coburn company, calling attention to the settlement reached bv the conference committee april bth, which had been ratified by the glass workers’ union at special meeting april 10th, and advising that all men, in pursuance of the agreement, had returned to work with the exception of the mirror workers; received and referred to the secretary with instructions to notify all parties concerned that the law of the council and the agreement as ratified must be faithfully carried put and lived up to.",86,"s2371",FALSE,"random",0
"1973 08 06",12,51,"president jackson attacked the united states bank as illegal, though the supreme court had decided it legal.",17,"s2960",TRUE,"keyword",0
"1973 08 06",36,25,"there is no question , that the communists are back of the move to oust scharrenberg.",15,"s8350",FALSE,"random",0
"1974 05 06",1,21,"i believe, and i hope, in common with every intelligent workingman, that the jurisdiction of the trade union should be one and indivisible within the limits of each trade; and, that the existing lines of demarkation, which are drawn by localities, races, or religions, åre pernicious to the cause of labor.",51,"s196",FALSE,"random",0
"1974 05 06",25,47,"home education “the child’s first school is the family”—froebelissued by the national kindergarten association, 8 west 40th street, new york city.",23,"s6388",FALSE,"random",0
"1974 05 06",25,47,"grayin this day of small, convenient houses, it sometimes seems impossible to ""devote one room to the children, but why not build houses with a room for them?—a nice, bright comfortable one oil the kitchen, where mother can keep an eye on it, not up three flights of stairs in the garret.",53,"s6390",FALSE,"random",0
"1974 05 06",30,47,"kline says that through such a system of full-time work for convicts, “the prison can keep down the cost of upkeep and save the taxpayers money.”",27,"s7762",FALSE,"random",0
"1974 05 06",1,21,"labor and equal rights.several recent occurrences have revived the old and exploded charge that labor organizations are incompatible with the maintenance of equality of rights anti of liberty.",29,"s254",FALSE,"random",0
"1974 10 07",1,21,"these questions are asked directly or by implication by every opponent of unionism, and the superficial consider them serious if not unanswerable.",22,"s256",FALSE,"random",0
"1976 10 18",21,30,"the invasion of cheap and servile labor which would overwhelm us if the exclusion bars were let down, would be fraught with an hundredfold more evil to our people than followed the introduction of negro slavery into this country.",39,"s4982",TRUE,"keyword",1
"1976 10 18",21,34,"from butchers’ union no. 120 of oakland calling attention to their trouble with their employers in oakland since july 17, 1920; received, noted and filed.",25,"s5662",FALSE,"random",0
"1977 02 07",18,8,"in these circumstances a city lineman would be forced to contribute to a pension fund from which he could hardly hope to benefit.”",23,"s4534",FALSE,"random",0
"1977 02 07",21,30,"but (and this question may well be put to the learning of new england, to the thought of the south) will we add unto our strength by introducing into our country a people alien to our laws, our religion, our traditions, our ideals, our national conceptions —a people with no inclination, no capacity foi self-government.",56,"s4967",TRUE,"keyword",1
"1977 02 07",85,12,"they were on the road for a month and put 3454 miles on the speedometer.",15,"s12597",FALSE,"random",0
"1977 02 21",49,17,"the members of the cmta were asked to make the initial contribution for the period from april 1 to april 9 at the rate of 64 cents per man per day.",31,"s10057",FALSE,"random",0
"1977 03 07",23,12,"mario delatorre, a member of the executive board, has been chosen to serve in the private sector, while bob mcdonnell will represent city employees.",24,"s12214",FALSE,"random",0
"1977 05 09",21,30,"but, you men of the south, do you welcome, or will you permit, the invasion?",15,"s4977",TRUE,"keyword",1
"1977 12 19",9,38,"minutes of executive board.the executive board of the asiatic exclusion league met at its headquarters, 815 metropolis building, saturday, september 12, 1908, at 8:30 p. nt., vice-president carr in the chair.",34,"s2320",TRUE,"keyword",1
"1978 03 20",21,30,"but, you men of the south, do you welcome, or will you permit, the invasion?",15,"s4977",TRUE,"keyword",1
"1978 06 19",21,30,"but, you men of the south, do you welcome, or will you permit, the invasion?",15,"s4977",TRUE,"keyword",1
"1979 02 19",21,30,"the invasion of cheap and servile labor which would overwhelm us if the exclusion bars were let down, would be fraught with an hundredfold more evil to our people than followed the introduction of negro slavery into this country.",39,"s4982",TRUE,"keyword",1
"1979 02 19",1,14,"patriotic, eloquent speeches and stirring music at the metropolitan temple next monday night will start the campaign, which will effectually settle the mooted mongolian labor problem for all time to come.",31,"s03",TRUE,"keyword",1
"1980 03 17",32,40,"unless they get a 'balanced diet they are sooner or later going to show the results of improper feeding.",19,"s8188",FALSE,"random",0
"1982 08 16",30,47,"evans of oregon, holding that the workers could not collect the overtime pay allowed by law for overtime on public works in oregon because they were parties to an illegal contract, will have no effect whatever on the validity of the california eight hour law on public works or the eight hour law for women.",55,"s7801",TRUE,"keyword",0
"1983 03 28",43,27,"those on duty were constantly visited by the chaplains, who braved the japanese shells to reach the batteries and gun-pits, the announcement said.",24,"s9397",TRUE,"keyword",0
"1983 03 28",3,4,"probably the cost of making was too great to allow the manufacturer much of a profit —this is often their reason for discontinuing a line, a $2.25 dining chair for $1.40.",33,"s629",FALSE,"random",0
"1983 03 28",11,6,"5.00 the bills were referred to a committee consisting of delegates bowlan, williams and knight who, upon investigation, recommended payment, and on motion the secretary was directed to draw the necessary warrants on the treasury.",36,"s2530",FALSE,"random",0
"1984 01 16",1,14,"the time has come when united labor of the pacific coast again is called on to settle the mongolian labor problem.",21,"s05",TRUE,"keyword",1
